"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2010","Belgium","Crude marriage rate","3.9",""
"2010","Belgium","Mean age at first marriage - males","31.7",""
"2010","Belgium","Mean age at first marriage - females","29.4",""
"2010","Bulgaria","Crude marriage rate","3.3",""
"2010","Bulgaria","Mean age at first marriage - males","29.8",""
"2010","Bulgaria","Mean age at first marriage - females","26.6",""
"2010","Czech Republic","Crude marriage rate","4.5",""
"2010","Czech Republic","Mean age at first marriage - males","30.8",""
"2010","Czech Republic","Mean age at first marriage - females","27.9",""
"2010","Denmark","Crude marriage rate","5.6",""
"2010","Denmark","Mean age at first marriage - males","33.6",""
"2010","Denmark","Mean age at first marriage - females","31.2",""
"2010","Germany (including former GDR)","Crude marriage rate","4.7",""
"2010","Germany (including former GDR)","Mean age at first marriage - males",":",""
"2010","Germany (including former GDR)","Mean age at first marriage - females",":",""
"2010","Estonia","Crude marriage rate","3.8",""
"2010","Estonia","Mean age at first marriage - males","30.5",""
"2010","Estonia","Mean age at first marriage - females","28.0",""
"2010","Ireland","Crude marriage rate","4.5",""
"2010","Ireland","Mean age at first marriage - males","33.1",""
"2010","Ireland","Mean age at first marriage - females","31.3",""
"2010","Greece","Crude marriage rate","5.1",""
"2010","Greece","Mean age at first marriage - males","32.6",""
"2010","Greece","Mean age at first marriage - females","29.3",""
"2010","Spain","Crude marriage rate","3.6",""
"2010","Spain","Mean age at first marriage - males","33.1",""
"2010","Spain","Mean age at first marriage - females","30.9",""
"2010","France","Crude marriage rate","3.9",""
"2010","France","Mean age at first marriage - males","32.8",""
"2010","France","Mean age at first marriage - females","30.7",""
"2010","Croatia","Crude marriage rate","5.0",""
"2010","Croatia","Mean age at first marriage - males","30.0",""
"2010","Croatia","Mean age at first marriage - females","27.1",""
"2010","Italy","Crude marriage rate","3.7",""
"2010","Italy","Mean age at first marriage - males","33.2",""
"2010","Italy","Mean age at first marriage - females","30.3",""
"2010","Cyprus","Crude marriage rate","7.3",""
"2010","Cyprus","Mean age at first marriage - males",":",""
"2010","Cyprus","Mean age at first marriage - females",":",""
"2010","Latvia","Crude marriage rate","4.4",""
"2010","Latvia","Mean age at first marriage - males","29.4",""
"2010","Latvia","Mean age at first marriage - females","27.1",""
"2010","Lithuania","Crude marriage rate","6.0",""
"2010","Lithuania","Mean age at first marriage - males","28.7",""
"2010","Lithuania","Mean age at first marriage - females","26.5",""
"2010","Luxembourg","Crude marriage rate","3.5",""
"2010","Luxembourg","Mean age at first marriage - males","32.8",""
"2010","Luxembourg","Mean age at first marriage - females","30.2",""
"2010","Hungary","Crude marriage rate","3.6",""
"2010","Hungary","Mean age at first marriage - males","31.2",""
"2010","Hungary","Mean age at first marriage - females","28.3",""
"2010","Malta","Crude marriage rate","6.3",""
"2010","Malta","Mean age at first marriage - males","31.3",""
"2010","Malta","Mean age at first marriage - females","28.6",""
"2010","Netherlands","Crude marriage rate","4.5",""
"2010","Netherlands","Mean age at first marriage - males","32.4",""
"2010","Netherlands","Mean age at first marriage - females","29.8",""
"2010","Austria","Crude marriage rate","4.5",""
"2010","Austria","Mean age at first marriage - males",":",""
"2010","Austria","Mean age at first marriage - females",":",""
"2010","Poland","Crude marriage rate","6.0",""
"2010","Poland","Mean age at first marriage - males","28.4",""
"2010","Poland","Mean age at first marriage - females","26.1",""
"2010","Portugal","Crude marriage rate","3.8",""
"2010","Portugal","Mean age at first marriage - males","29.9",""
"2010","Portugal","Mean age at first marriage - females","27.7",""
"2010","Romania","Crude marriage rate","5.7",""
"2010","Romania","Mean age at first marriage - males",":",""
"2010","Romania","Mean age at first marriage - females",":",""
"2010","Slovenia","Crude marriage rate","3.2",""
"2010","Slovenia","Mean age at first marriage - males","31.7",""
"2010","Slovenia","Mean age at first marriage - females","29.0",""
"2010","Slovakia","Crude marriage rate","4.7",""
"2010","Slovakia","Mean age at first marriage - males","30.0",""
"2010","Slovakia","Mean age at first marriage - females","27.2",""
"2010","Finland","Crude marriage rate","5.6",""
"2010","Finland","Mean age at first marriage - males","32.5",""
"2010","Finland","Mean age at first marriage - females","30.2",""
"2010","Sweden","Crude marriage rate","5.3",""
"2010","Sweden","Mean age at first marriage - males","35.6",""
"2010","Sweden","Mean age at first marriage - females","32.7",""
"2010","United Kingdom","Crude marriage rate","4.5",""
"2010","United Kingdom","Mean age at first marriage - males",":",""
"2010","United Kingdom","Mean age at first marriage - females",":",""
"2010","Iceland","Crude marriage rate","4.9",""
"2010","Iceland","Mean age at first marriage - males","34.7",""
"2010","Iceland","Mean age at first marriage - females","32.4",""
"2010","Liechtenstein","Crude marriage rate","5.0",""
"2010","Liechtenstein","Mean age at first marriage - males",":",""
"2010","Liechtenstein","Mean age at first marriage - females",":",""
"2010","Norway","Crude marriage rate","4.8",""
"2010","Norway","Mean age at first marriage - males","33.7",""
"2010","Norway","Mean age at first marriage - females","30.8",""
"2010","Switzerland","Crude marriage rate","5.5",""
"2010","Switzerland","Mean age at first marriage - males","32.2",""
"2010","Switzerland","Mean age at first marriage - females","29.8",""
"2010","Montenegro","Crude marriage rate","5.9",""
"2010","Montenegro","Mean age at first marriage - males",":",""
"2010","Montenegro","Mean age at first marriage - females",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","6.9",""
"2010","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","28.2",""
"2010","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","25.2",""
"2010","Albania","Crude marriage rate",":",""
"2010","Albania","Mean age at first marriage - males",":",""
"2010","Albania","Mean age at first marriage - females",":",""
"2010","Serbia","Crude marriage rate","4.9",""
"2010","Serbia","Mean age at first marriage - males","30.5",""
"2010","Serbia","Mean age at first marriage - females","27.2",""
"2010","Turkey","Crude marriage rate","8.0",""
"2010","Turkey","Mean age at first marriage - males","27.1",""
"2010","Turkey","Mean age at first marriage - females","23.8",""
"2010","Andorra","Crude marriage rate",":",""
"2010","Andorra","Mean age at first marriage - males",":",""
"2010","Andorra","Mean age at first marriage - females",":",""
"2010","Bosnia and Herzegovina","Crude marriage rate","5.1",""
"2010","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2010","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2010","Monaco","Crude marriage rate",":",""
"2010","Monaco","Mean age at first marriage - males",":",""
"2010","Monaco","Mean age at first marriage - females",":",""
"2010","San Marino","Crude marriage rate",":",""
"2010","San Marino","Mean age at first marriage - males",":",""
"2010","San Marino","Mean age at first marriage - females",":",""
"2010","Ukraine","Crude marriage rate","6.7",""
"2010","Ukraine","Mean age at first marriage - males","27.1",""
"2010","Ukraine","Mean age at first marriage - females","24.0",""
"2011","Belgium","Crude marriage rate","3.7","b"
"2011","Belgium","Mean age at first marriage - males",":","b"
"2011","Belgium","Mean age at first marriage - females",":","b"
"2011","Bulgaria","Crude marriage rate","2.9",""
"2011","Bulgaria","Mean age at first marriage - males","29.9",""
"2011","Bulgaria","Mean age at first marriage - females","26.6",""
"2011","Czech Republic","Crude marriage rate","4.3",""
"2011","Czech Republic","Mean age at first marriage - males","31.0",""
"2011","Czech Republic","Mean age at first marriage - females","28.1",""
"2011","Denmark","Crude marriage rate","4.9",""
"2011","Denmark","Mean age at first marriage - males","33.8",""
"2011","Denmark","Mean age at first marriage - females","31.4",""
"2011","Germany (including former GDR)","Crude marriage rate","4.6",""
"2011","Germany (including former GDR)","Mean age at first marriage - males","32.9",""
"2011","Germany (including former GDR)","Mean age at first marriage - females","30.2",""
"2011","Estonia","Crude marriage rate","4.1",""
"2011","Estonia","Mean age at first marriage - males","31.1",""
"2011","Estonia","Mean age at first marriage - females","28.4",""
"2011","Ireland","Crude marriage rate","4.3",""
"2011","Ireland","Mean age at first marriage - males",":",""
"2011","Ireland","Mean age at first marriage - females",":",""
"2011","Greece","Crude marriage rate","5.0",""
"2011","Greece","Mean age at first marriage - males","32.7",""
"2011","Greece","Mean age at first marriage - females","29.4",""
"2011","Spain","Crude marriage rate","3.4",""
"2011","Spain","Mean age at first marriage - males","33.4",""
"2011","Spain","Mean age at first marriage - females","31.3",""
"2011","France","Crude marriage rate","3.6",""
"2011","France","Mean age at first marriage - males","33.0",""
"2011","France","Mean age at first marriage - females","30.8",""
"2011","Croatia","Crude marriage rate","4.7",""
"2011","Croatia","Mean age at first marriage - males","30.2",""
"2011","Croatia","Mean age at first marriage - females","27.3",""
"2011","Italy","Crude marriage rate","3.4",""
"2011","Italy","Mean age at first marriage - males","33.5",""
"2011","Italy","Mean age at first marriage - females","30.5",""
"2011","Cyprus","Crude marriage rate","7.3",""
"2011","Cyprus","Mean age at first marriage - males",":",""
"2011","Cyprus","Mean age at first marriage - females",":",""
"2011","Latvia","Crude marriage rate","5.2",""
"2011","Latvia","Mean age at first marriage - males","29.6",""
"2011","Latvia","Mean age at first marriage - females","27.3",""
"2011","Lithuania","Crude marriage rate","6.3",""
"2011","Lithuania","Mean age at first marriage - males","29.0",""
"2011","Lithuania","Mean age at first marriage - females","26.7",""
"2011","Luxembourg","Crude marriage rate","3.3",""
"2011","Luxembourg","Mean age at first marriage - males","32.9",""
"2011","Luxembourg","Mean age at first marriage - females","30.3",""
"2011","Hungary","Crude marriage rate","3.6",""
"2011","Hungary","Mean age at first marriage - males","31.6",""
"2011","Hungary","Mean age at first marriage - females","28.6",""
"2011","Malta","Crude marriage rate","6.2",""
"2011","Malta","Mean age at first marriage - males","31.6",""
"2011","Malta","Mean age at first marriage - females","29.2",""
"2011","Netherlands","Crude marriage rate","4.3",""
"2011","Netherlands","Mean age at first marriage - males","32.6",""
"2011","Netherlands","Mean age at first marriage - females","30.1",""
"2011","Austria","Crude marriage rate","4.3",""
"2011","Austria","Mean age at first marriage - males","32.9",""
"2011","Austria","Mean age at first marriage - females","30.3",""
"2011","Poland","Crude marriage rate","5.4",""
"2011","Poland","Mean age at first marriage - males","28.6",""
"2011","Poland","Mean age at first marriage - females","26.2",""
"2011","Portugal","Crude marriage rate","3.4",""
"2011","Portugal","Mean age at first marriage - males","28.9",""
"2011","Portugal","Mean age at first marriage - females","28.8",""
"2011","Romania","Crude marriage rate","5.2",""
"2011","Romania","Mean age at first marriage - males","29.2",""
"2011","Romania","Mean age at first marriage - females","25.8",""
"2011","Slovenia","Crude marriage rate","3.2",""
"2011","Slovenia","Mean age at first marriage - males","32.0",""
"2011","Slovenia","Mean age at first marriage - females","29.4",""
"2011","Slovakia","Crude marriage rate","4.7",""
"2011","Slovakia","Mean age at first marriage - males","32.9",""
"2011","Slovakia","Mean age at first marriage - females","29.3",""
"2011","Finland","Crude marriage rate","5.3",""
"2011","Finland","Mean age at first marriage - males","32.7",""
"2011","Finland","Mean age at first marriage - females","30.4",""
"2011","Sweden","Crude marriage rate","5.0",""
"2011","Sweden","Mean age at first marriage - males","35.5",""
"2011","Sweden","Mean age at first marriage - females","33.0",""
"2011","United Kingdom","Crude marriage rate","4.5",""
"2011","United Kingdom","Mean age at first marriage - males",":",""
"2011","United Kingdom","Mean age at first marriage - females",":",""
"2011","Iceland","Crude marriage rate","4.6",""
"2011","Iceland","Mean age at first marriage - males","34.4",""
"2011","Iceland","Mean age at first marriage - females","32.4",""
"2011","Liechtenstein","Crude marriage rate","4.5",""
"2011","Liechtenstein","Mean age at first marriage - males","32.5",""
"2011","Liechtenstein","Mean age at first marriage - females","30.8",""
"2011","Norway","Crude marriage rate","4.6",""
"2011","Norway","Mean age at first marriage - males","33.9",""
"2011","Norway","Mean age at first marriage - females","31.1",""
"2011","Switzerland","Crude marriage rate","5.3","b"
"2011","Switzerland","Mean age at first marriage - males","32.3",""
"2011","Switzerland","Mean age at first marriage - females","29.9",""
"2011","Montenegro","Crude marriage rate",":",""
"2011","Montenegro","Mean age at first marriage - males","31.7",""
"2011","Montenegro","Mean age at first marriage - females","27.2",""
"2011","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","7.2",""
"2011","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","28.5",""
"2011","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","25.4",""
"2011","Albania","Crude marriage rate",":",""
"2011","Albania","Mean age at first marriage - males",":",""
"2011","Albania","Mean age at first marriage - females",":",""
"2011","Serbia","Crude marriage rate","4.9",""
"2011","Serbia","Mean age at first marriage - males","30.7",""
"2011","Serbia","Mean age at first marriage - females","27.4",""
"2011","Turkey","Crude marriage rate","8.0",""
"2011","Turkey","Mean age at first marriage - males","27.2",""
"2011","Turkey","Mean age at first marriage - females","23.9",""
"2011","Andorra","Crude marriage rate",":",""
"2011","Andorra","Mean age at first marriage - males",":",""
"2011","Andorra","Mean age at first marriage - females",":",""
"2011","Bosnia and Herzegovina","Crude marriage rate",":",""
"2011","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2011","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","9.3",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2011","Monaco","Crude marriage rate",":",""
"2011","Monaco","Mean age at first marriage - males",":",""
"2011","Monaco","Mean age at first marriage - females",":",""
"2011","San Marino","Crude marriage rate","6.3",""
"2011","San Marino","Mean age at first marriage - males",":",""
"2011","San Marino","Mean age at first marriage - females",":",""
"2011","Ukraine","Crude marriage rate","7.8",""
"2011","Ukraine","Mean age at first marriage - males","27.1",""
"2011","Ukraine","Mean age at first marriage - females","24.1",""
"2012","Belgium","Crude marriage rate","3.8",""
"2012","Belgium","Mean age at first marriage - males",":",""
"2012","Belgium","Mean age at first marriage - females",":",""
"2012","Bulgaria","Crude marriage rate","2.9",""
"2012","Bulgaria","Mean age at first marriage - males",":",""
"2012","Bulgaria","Mean age at first marriage - females",":",""
"2012","Czech Republic","Crude marriage rate","4.3",""
"2012","Czech Republic","Mean age at first marriage - males","31.2",""
"2012","Czech Republic","Mean age at first marriage - females","28.3",""
"2012","Denmark","Crude marriage rate","5.1",""
"2012","Denmark","Mean age at first marriage - males","34.3",""
"2012","Denmark","Mean age at first marriage - females","31.8",""
"2012","Germany (including former GDR)","Crude marriage rate","4.8",""
"2012","Germany (including former GDR)","Mean age at first marriage - males",":",""
"2012","Germany (including former GDR)","Mean age at first marriage - females",":",""
"2012","Estonia","Crude marriage rate","4.5",""
"2012","Estonia","Mean age at first marriage - males","31.3",""
"2012","Estonia","Mean age at first marriage - females","28.9",""
"2012","Ireland","Crude marriage rate","4.5",""
"2012","Ireland","Mean age at first marriage - males",":",""
"2012","Ireland","Mean age at first marriage - females",":",""
"2012","Greece","Crude marriage rate","4.5",""
"2012","Greece","Mean age at first marriage - males","32.8",""
"2012","Greece","Mean age at first marriage - females","29.5",""
"2012","Spain","Crude marriage rate","3.5",""
"2012","Spain","Mean age at first marriage - males","33.7",""
"2012","Spain","Mean age at first marriage - females","31.6",""
"2012","France","Crude marriage rate","3.7",""
"2012","France","Mean age at first marriage - males",":",""
"2012","France","Mean age at first marriage - females",":",""
"2012","Croatia","Crude marriage rate","4.8",""
"2012","Croatia","Mean age at first marriage - males","30.3",""
"2012","Croatia","Mean age at first marriage - females","27.3",""
"2012","Italy","Crude marriage rate","3.5",""
"2012","Italy","Mean age at first marriage - males",":",""
"2012","Italy","Mean age at first marriage - females",":",""
"2012","Cyprus","Crude marriage rate","6.7",""
"2012","Cyprus","Mean age at first marriage - males",":",""
"2012","Cyprus","Mean age at first marriage - females",":",""
"2012","Latvia","Crude marriage rate","5.5",""
"2012","Latvia","Mean age at first marriage - males","30.0",""
"2012","Latvia","Mean age at first marriage - females","27.5",""
"2012","Lithuania","Crude marriage rate","6.9",""
"2012","Lithuania","Mean age at first marriage - males",":",""
"2012","Lithuania","Mean age at first marriage - females",":",""
"2012","Luxembourg","Crude marriage rate","3.4","b"
"2012","Luxembourg","Mean age at first marriage - males",":","b"
"2012","Luxembourg","Mean age at first marriage - females",":","b"
"2012","Hungary","Crude marriage rate","3.6","b"
"2012","Hungary","Mean age at first marriage - males",":","b"
"2012","Hungary","Mean age at first marriage - females",":","b"
"2012","Malta","Crude marriage rate","6.7",""
"2012","Malta","Mean age at first marriage - males",":",""
"2012","Malta","Mean age at first marriage - females",":",""
"2012","Netherlands","Crude marriage rate","4.2",""
"2012","Netherlands","Mean age at first marriage - males",":",""
"2012","Netherlands","Mean age at first marriage - females",":",""
"2012","Austria","Crude marriage rate","4.6",""
"2012","Austria","Mean age at first marriage - males","33.2",""
"2012","Austria","Mean age at first marriage - females","30.6",""
"2012","Poland","Crude marriage rate","5.4",""
"2012","Poland","Mean age at first marriage - males","28.7",""
"2012","Poland","Mean age at first marriage - females","26.3",""
"2012","Portugal","Crude marriage rate","3.3",""
"2012","Portugal","Mean age at first marriage - males","30.4",""
"2012","Portugal","Mean age at first marriage - females","28.4",""
"2012","Romania","Crude marriage rate","5.4",""
"2012","Romania","Mean age at first marriage - males","31.5",""
"2012","Romania","Mean age at first marriage - females","27.7",""
"2012","Slovenia","Crude marriage rate","3.4",""
"2012","Slovenia","Mean age at first marriage - males","32.1",""
"2012","Slovenia","Mean age at first marriage - females","29.4",""
"2012","Slovakia","Crude marriage rate","4.8",""
"2012","Slovakia","Mean age at first marriage - males","30.1",""
"2012","Slovakia","Mean age at first marriage - females","27.6",""
"2012","Finland","Crude marriage rate","5.3",""
"2012","Finland","Mean age at first marriage - males","33.0",""
"2012","Finland","Mean age at first marriage - females","30.7",""
"2012","Sweden","Crude marriage rate","5.3",""
"2012","Sweden","Mean age at first marriage - males","35.9",""
"2012","Sweden","Mean age at first marriage - females","33.3",""
"2012","United Kingdom","Crude marriage rate",":",""
"2012","United Kingdom","Mean age at first marriage - males",":",""
"2012","United Kingdom","Mean age at first marriage - females",":",""
"2012","Iceland","Crude marriage rate",":",""
"2012","Iceland","Mean age at first marriage - males",":",""
"2012","Iceland","Mean age at first marriage - females",":",""
"2012","Liechtenstein","Crude marriage rate","5.0",""
"2012","Liechtenstein","Mean age at first marriage - males","33.5",""
"2012","Liechtenstein","Mean age at first marriage - females","31.5",""
"2012","Norway","Crude marriage rate","4.8",""
"2012","Norway","Mean age at first marriage - males","34.1",""
"2012","Norway","Mean age at first marriage - females","31.4",""
"2012","Switzerland","Crude marriage rate","5.3",""
"2012","Switzerland","Mean age at first marriage - males","32.4",""
"2012","Switzerland","Mean age at first marriage - females","29.9",""
"2012","Montenegro","Crude marriage rate","5.3",""
"2012","Montenegro","Mean age at first marriage - males",":",""
"2012","Montenegro","Mean age at first marriage - females",":",""
"2012","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","6.8",""
"2012","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males",":",""
"2012","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females",":",""
"2012","Albania","Crude marriage rate",":",""
"2012","Albania","Mean age at first marriage - males",":",""
"2012","Albania","Mean age at first marriage - females",":",""
"2012","Serbia","Crude marriage rate","4.8",""
"2012","Serbia","Mean age at first marriage - males","30.6",""
"2012","Serbia","Mean age at first marriage - females","27.4",""
"2012","Turkey","Crude marriage rate","8.0",""
"2012","Turkey","Mean age at first marriage - males",":",""
"2012","Turkey","Mean age at first marriage - females",":",""
"2012","Andorra","Crude marriage rate","3.7",""
"2012","Andorra","Mean age at first marriage - males",":",""
"2012","Andorra","Mean age at first marriage - females",":",""
"2012","Bosnia and Herzegovina","Crude marriage rate","4.8",""
"2012","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2012","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","9.5",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2012","Monaco","Crude marriage rate",":",""
"2012","Monaco","Mean age at first marriage - males",":",""
"2012","Monaco","Mean age at first marriage - females",":",""
"2012","San Marino","Crude marriage rate","6.1",""
"2012","San Marino","Mean age at first marriage - males","32.2",""
"2012","San Marino","Mean age at first marriage - females","30.1",""
"2012","Ukraine","Crude marriage rate","6.1",""
"2012","Ukraine","Mean age at first marriage - males",":",""
"2012","Ukraine","Mean age at first marriage - females",":",""
"2013","Belgium","Crude marriage rate","3.4",""
"2013","Belgium","Mean age at first marriage - males",":",""
"2013","Belgium","Mean age at first marriage - females",":",""
"2013","Bulgaria","Crude marriage rate","3.0",""
"2013","Bulgaria","Mean age at first marriage - males","30.0",""
"2013","Bulgaria","Mean age at first marriage - females","26.7",""
"2013","Czech Republic","Crude marriage rate","4.1",""
"2013","Czech Republic","Mean age at first marriage - males","31.3",""
"2013","Czech Republic","Mean age at first marriage - females","28.5",""
"2013","Denmark","Crude marriage rate","4.9",""
"2013","Denmark","Mean age at first marriage - males","34.4",""
"2013","Denmark","Mean age at first marriage - females","31.9",""
"2013","Germany (including former GDR)","Crude marriage rate","4.6",""
"2013","Germany (including former GDR)","Mean age at first marriage - males","33.2",""
"2013","Germany (including former GDR)","Mean age at first marriage - females","30.5",""
"2013","Estonia","Crude marriage rate","4.3",""
"2013","Estonia","Mean age at first marriage - males","31.3",""
"2013","Estonia","Mean age at first marriage - females","28.8",""
"2013","Ireland","Crude marriage rate","4.5",""
"2013","Ireland","Mean age at first marriage - males",":",""
"2013","Ireland","Mean age at first marriage - females",":",""
"2013","Greece","Crude marriage rate","4.7",""
"2013","Greece","Mean age at first marriage - males","32.9",""
"2013","Greece","Mean age at first marriage - females","29.7",""
"2013","Spain","Crude marriage rate","3.3",""
"2013","Spain","Mean age at first marriage - males","34.4",""
"2013","Spain","Mean age at first marriage - females","32.2",""
"2013","France","Crude marriage rate",":",""
"2013","France","Mean age at first marriage - males",":",""
"2013","France","Mean age at first marriage - females",":",""
"2013","Croatia","Crude marriage rate","4.5",""
"2013","Croatia","Mean age at first marriage - males","30.5",""
"2013","Croatia","Mean age at first marriage - females","27.6",""
"2013","Italy","Crude marriage rate","3.2",""
"2013","Italy","Mean age at first marriage - males","34.0",""
"2013","Italy","Mean age at first marriage - females","31.1",""
"2013","Cyprus","Crude marriage rate","6.4",""
"2013","Cyprus","Mean age at first marriage - males",":",""
"2013","Cyprus","Mean age at first marriage - females",":",""
"2013","Latvia","Crude marriage rate","5.7",""
"2013","Latvia","Mean age at first marriage - males","31.3",""
"2013","Latvia","Mean age at first marriage - females","28.3",""
"2013","Lithuania","Crude marriage rate","6.9",""
"2013","Lithuania","Mean age at first marriage - males","29.5",""
"2013","Lithuania","Mean age at first marriage - females","27.1",""
"2013","Luxembourg","Crude marriage rate","3.2",""
"2013","Luxembourg","Mean age at first marriage - males","32.7",""
"2013","Luxembourg","Mean age at first marriage - females","29.7",""
"2013","Hungary","Crude marriage rate","3.7",""
"2013","Hungary","Mean age at first marriage - males","31.9",""
"2013","Hungary","Mean age at first marriage - females","29.0",""
"2013","Malta","Crude marriage rate","6.1",""
"2013","Malta","Mean age at first marriage - males",":",""
"2013","Malta","Mean age at first marriage - females",":",""
"2013","Netherlands","Crude marriage rate","3.8",""
"2013","Netherlands","Mean age at first marriage - males","32.9",""
"2013","Netherlands","Mean age at first marriage - females","30.3",""
"2013","Austria","Crude marriage rate","4.3",""
"2013","Austria","Mean age at first marriage - males",":",""
"2013","Austria","Mean age at first marriage - females",":",""
"2013","Poland","Crude marriage rate","4.7",""
"2013","Poland","Mean age at first marriage - males","29.0",""
"2013","Poland","Mean age at first marriage - females","26.6",""
"2013","Portugal","Crude marriage rate","3.1",""
"2013","Portugal","Mean age at first marriage - males","31.1",""
"2013","Portugal","Mean age at first marriage - females","29.4",""
"2013","Romania","Crude marriage rate","5.4",""
"2013","Romania","Mean age at first marriage - males","29.7",""
"2013","Romania","Mean age at first marriage - females","26.3",""
"2013","Slovenia","Crude marriage rate","3.0",""
"2013","Slovenia","Mean age at first marriage - males","32.3",""
"2013","Slovenia","Mean age at first marriage - females","29.6",""
"2013","Slovakia","Crude marriage rate","4.7",""
"2013","Slovakia","Mean age at first marriage - males","30.6",""
"2013","Slovakia","Mean age at first marriage - females","27.8",""
"2013","Finland","Crude marriage rate","4.6",""
"2013","Finland","Mean age at first marriage - males","32.7",""
"2013","Finland","Mean age at first marriage - females","30.4",""
"2013","Sweden","Crude marriage rate","5.4",""
"2013","Sweden","Mean age at first marriage - males","35.7",""
"2013","Sweden","Mean age at first marriage - females","33.0",""
"2013","United Kingdom","Crude marriage rate","4.3",""
"2013","United Kingdom","Mean age at first marriage - males","30.9",""
"2013","United Kingdom","Mean age at first marriage - females","31.5",""
"2013","Iceland","Crude marriage rate",":",""
"2013","Iceland","Mean age at first marriage - males",":",""
"2013","Iceland","Mean age at first marriage - females",":",""
"2013","Liechtenstein","Crude marriage rate",":",""
"2013","Liechtenstein","Mean age at first marriage - males",":",""
"2013","Liechtenstein","Mean age at first marriage - females",":",""
"2013","Norway","Crude marriage rate","4.7",""
"2013","Norway","Mean age at first marriage - males","34.3",""
"2013","Norway","Mean age at first marriage - females","31.5",""
"2013","Switzerland","Crude marriage rate","4.9",""
"2013","Switzerland","Mean age at first marriage - males","32.5",""
"2013","Switzerland","Mean age at first marriage - females","30.1",""
"2013","Montenegro","Crude marriage rate","6.2",""
"2013","Montenegro","Mean age at first marriage - males","33.1",""
"2013","Montenegro","Mean age at first marriage - females","28.6",""
"2013","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","6.8",""
"2013","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","28.7",""
"2013","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","25.7",""
"2013","Albania","Crude marriage rate","8.2",""
"2013","Albania","Mean age at first marriage - males",":",""
"2013","Albania","Mean age at first marriage - females",":",""
"2013","Serbia","Crude marriage rate","5.1",""
"2013","Serbia","Mean age at first marriage - males","30.8",""
"2013","Serbia","Mean age at first marriage - females","27.5",""
"2013","Turkey","Crude marriage rate","7.9",""
"2013","Turkey","Mean age at first marriage - males","27.3",""
"2013","Turkey","Mean age at first marriage - females","24.2",""
"2013","Andorra","Crude marriage rate",":",""
"2013","Andorra","Mean age at first marriage - males",":",""
"2013","Andorra","Mean age at first marriage - females",":",""
"2013","Bosnia and Herzegovina","Crude marriage rate",":",""
"2013","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2013","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2013","Monaco","Crude marriage rate",":",""
"2013","Monaco","Mean age at first marriage - males",":",""
"2013","Monaco","Mean age at first marriage - females",":",""
"2013","San Marino","Crude marriage rate",":",""
"2013","San Marino","Mean age at first marriage - males",":",""
"2013","San Marino","Mean age at first marriage - females",":",""
"2013","Ukraine","Crude marriage rate","6.7",""
"2013","Ukraine","Mean age at first marriage - males",":",""
"2013","Ukraine","Mean age at first marriage - females",":",""
"2014","Belgium","Crude marriage rate","3.6",""
"2014","Belgium","Mean age at first marriage - males",":",""
"2014","Belgium","Mean age at first marriage - females",":",""
"2014","Bulgaria","Crude marriage rate","3.4",""
"2014","Bulgaria","Mean age at first marriage - males","30.3",""
"2014","Bulgaria","Mean age at first marriage - females","26.9",""
